resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
KAME-LI-MESA-MEPU_MEKAPUNE,镀锌钢自攻螺钉，六角头带垫圈，钻头尖端，直径4.8毫米，长度35毫米,Material,General,100个,20.4,20.4,20.4,20.4,1,CNY,100.43,4.9232,9,9,建筑工程,建筑金属结构,建筑物和构筑物的围护结构,窗框、彩绘玻璃、橱窗、门、大门
DXME-RIKA-KAVO_KAKATO,带柴油锤的浮动打桩机，1.8吨,Equipment,General,台时,297.21,297.21,297.21,297.21,1,CNY,407.51,1.3711,9,9,建筑工程,桩基工程、沉井、地基加固,桩基工程,在河流环境中使用浮动设备进行的桩基工程
DXME-KASA-METO_KAMEME,平板卡车，载重量达10吨，配有起重机，起重能力3.7吨,Equipment,General,台时,183.8,183.8,183.8,183.8,1,CNY,5288.13,28.7711,9,9,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
DXME-KANE-KATO_KATOME,辅助矿井绞车，牵引力6.18千牛（0.63吨）,Equipment,General,台时,1.19,1.19,1.19,1.19,1,CNY,2.85,2.3967,9,9,设备安装,煤炭和泥炭工业企业设备,矿井设备,矿井通风设备
MEME-RI-KALI-KALI,隔音专用窗框,Abstract Material,General,平方米,1299.85,1299.85,1299.85,1299.85,1,CNY,1299.85,1.0,9,9,建筑工程,通信、广播和电视设施,通信、广播和电视设施,室内声学处理
KAME-LI-MELI-KANE_KAKAVOME,带整体式切割刃的切割金刚石圆锯片，直径115毫米，金刚石刃厚度2.2毫米，金刚石刃高度10毫米,Material,General,件,45.22,45.22,45.22,45.22,1,CNY,0.0,0.0,9,9,建筑工程,通风与空调,空调,多联式分体系统的安装
MEME-ME-KATO-KANE_KAKAMEPU,硬木（桦木）刨光板，干燥，长度2-3.75米，各种宽度，厚度25、32、40毫米，I级,Material,General,立方米,8037.62,8037.62,8037.62,8037.62,1,CNY,428.67,0.0533,9,9,建筑工程,公路,基础与覆盖层的建造,硬质路面
KAPU-ME-KARI-KASA_KAMERIVO,重质混凝土（BST）混合料，基于砾石碎石，等级B12.5，F(1)100，W4,Material,General,立方米,605.3,605.3,605.3,605.3,1,CNY,13.79,0.0228,9,9,建筑工程,下水道——室外管网,其他作业,将污水管道连接至现有管网
KAVO-ME-KARI-RIKA_KAKAKAME,肯特拉连接链节 28-2/2a,Material,General,件,977.33,977.33,977.33,977.33,1,CNY,3909.32,4.0,9,9,建筑工程,水利工程木结构,海港码头设施的防撞装置,在封闭水域使用岸边起重机悬挂海港泊位设施防撞装置
KAME-LI-MESA-MEKA_KAKAKADX,锚固端卡，链条规格26毫米,Material,General,件,1900.93,1900.93,1900.93,1900.93,1,CNY,7603.73,4.0,9,9,建筑工程,水利工程木结构,海港码头设施的防撞装置,在封闭水域使用岸边起重机悬挂海港泊位设施防撞装置
RISA-RI-KAME-MELI_KAKAKASA,单爪耳环KS-012,Material,General,件,83.27,83.27,83.27,83.27,1,CNY,848.1,10.1856,9,9,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输接触网,接触式悬挂装置安装
RISA-RI-KAME-KANE_KAKALIME,KS-051-1（KS-322）中型锚固夹,Material,General,件,154.82,154.82,154.82,154.82,1,CNY,1151.71,7.4389,9,9,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输接触网,接触式悬挂装置安装
KARI-RI-KAME-KARI_MEKADXVO,砾石 M 400-1000，粒径 20-40 毫米,Material,General,立方米,349.96,349.96,349.96,349.96,1,CNY,6824.2,19.5,9,9,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,沼泽地填筑
RINE-ME-KARI-KARI,绝缘接头组件,Abstract Material,General,套,994.59,518.97,1375.09,1375.09,2,CNY,27734.07,35.1111,9,9,建筑工程,铁路,铁路信号、集中与闭塞系统,绝缘接头、轨道连接器和信号灯桥
RIPU-TO-KAPU-MEME_KAKAKATO,塑料管 TV40 型,Material,General,千克,41.71,41.71,41.71,41.71,1,CNY,3.34,0.08,9,9,设备安装,通信设备,城市电话通信,自动电话交换站
DXME-RIME-RIRI_RIKATO,用于安装柔性聚合物增强管的液压工具套件，管径25-110毫米,Equipment,General,台时,12.48,12.48,12.48,12.48,1,CNY,35.01,2.8044,9,9,建筑工程,供热与燃气管道——外部管网,供热——室外管网,铺设带聚氨酯泡沫保温层的供热管网管道
MEKA-ME-KARI-KAME_KAKAKARI,AD1N牌铝带，宽度30毫米，厚度0.8毫米,Material,General,千克,58.0,58.0,58.0,58.0,1,CNY,2.96,0.0511,9,9,设备安装,通信设备,铁路运输公务通信,电缆干线通信线路
MEPU-SA-MEME-KADX_KAMEKATO,环氧树脂基双组分触变性填充剂，A组分,Material,General,千克,223.96,223.96,223.96,223.96,1,CNY,38739.44,172.975,9,9,建筑工程,桥梁与管道,各类工程,钢筋混凝土结构加固
DXME-MEPU-KAPU_SAKAKA,牵引车，牵引装置负载达20吨,Equipment,General,台时,196.77,196.77,196.77,196.77,1,CNY,1064.1,5.4078,9,9,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
KAVO-RI-KARI-KASA_KAKAPUNE,双股绳索LK-R，结构6×19(1+6+6/6)+1芯，B级，无涂层钢丝，标记组1570-1770 N/mm²，直径19.5毫米,Material,General,10米,289.06,289.06,289.06,289.06,1,CNY,1445.3,5.0,9,9,建筑工程,水下建筑（潜水）工程,河流环境（河流、湖泊、水库）的水下建筑（潜水）作业,在河流环境（河流、湖泊、水库）中将金属和钢筋混凝土结构浸入水中
KAPU-TO-KARI-KADX_KAMEKARI,用于填充1-6毫米宽瓷砖缝隙的防水干粉混合物（多种颜色可选）,Material,General,吨,10230.27,10230.27,10230.27,10230.27,1,CNY,630.87,0.0617,9,9,建筑工程,地板,地板,水泥砂浆瓷砖铺装施工
DXME-KAME-KAPU_KAKAPU,拖拉机单杆装置，功率79千瓦（108马力），缝隙宽度54厘米,Equipment,General,台时,133.69,133.69,133.69,133.69,1,CNY,3155.0,23.6,9,9,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,永久冻土和岩石地基的开挖
MEPU-ME-KASA-KAPU_KAMEKANE,双组分环氧树脂胶，A组分和B组分,Material,General,吨,59299.58,59299.58,59299.58,59299.58,1,CNY,65.3,0.0011,9,9,建筑工程,公路,道路建设,道路防护栏
DXME-MEPU-KAPU_KARIKA,压路机牵引车，车组总重达400吨,Equipment,General,台时,446.01,446.01,446.01,446.01,1,CNY,5753.5,12.9,9,9,设备安装,化学和石油加工工业设备,通用设备,成套设备
DXME-KASA-KADX_KARIKA,汽车式专用底盘起重机，起重能力650吨,Equipment,General,台时,5116.44,5116.44,5116.44,5116.44,1,CNY,148223.21,28.97,9,9,设备安装,化学和石油加工工业设备,通用设备,成套设备
DXME-KASA-KANE_KATOLI,履带式起重机，起重能力800吨,Equipment,General,台时,6473.51,6473.51,6473.51,6473.51,1,CNY,179870.06,27.7856,9,9,设备安装,化学和石油加工工业设备,通用设备,成套设备
KAVO-RI-KARI-MENE_KAMEMEKA,镀铜钢缆（绳索），PVC外壳，直径5毫米,Material,General,千克,60.71,60.71,60.71,60.71,1,CNY,596.62,9.8278,9,9,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输接触网,支撑装置和接地装置的安装
RIPU-TO-KARI-KASA,聚丙烯压力管,Abstract Material,General,米,68.14,68.14,68.14,68.14,1,CNY,6984.52,102.5,9,9,建筑工程,室内管道,塑料管管道,采用预制组件的多层聚丙烯管铺设室内供水和供暖管道
KAME-TO-KAME-KANE_MEKAMEVO,CIATIM-221润滑脂,Material,General,千克,132.47,132.47,132.47,132.47,1,CNY,20.11,0.1518,9,9,建筑工程,桥梁与管道,各类工程,缆索系统
KAME-RI-KATO-KASA_KAKAMEME,含有机溶剂的沥青胶（底漆），用于在铺设屋顶和防水材料前对混凝土和水泥砂浆表面进行预处理，适用温度范围为-20至+40 °C，用量为0.2-0.3千克/平方米,Material,General,升,22.47,22.47,22.47,22.47,1,CNY,120.61,5.367,9,9,建筑工程,屋顶,屋顶,用板材进行屋顶保温
KAVO-TO-KATO-KASA_KAKAKARI,镀锌钢丝绳，直径3毫米,Material,General,吨,20390.5,20390.5,20390.5,20390.5,1,CNY,1062.55,0.0463,9,9,建筑工程,屋顶,屋顶,外墙装饰构件安装（外窗台、腰线、阳台等）
RIPU-TO-KATO-MESA,缆索护套,Abstract Material,General,米,5.0,5.0,5.0,5.0,1,CNY,280.22,56.1,9,9,建筑工程,桥梁与管道,各类工程,缆索系统
KAME-LI-MESA-MERI,销钉,Abstract Material,General,件,12057.1,7.0,13563.37,13563.37,2,CNY,5600.96,800.0,9,9,建筑工程,桥梁与管道,各类工程,围栏
RIKA-ME-KARI-MEVO_KAKAKANE,带张紧装置的聚酯紧固带，宽度50毫米,Material,General,米,9.7,9.7,9.7,9.7,1,CNY,191.94,19.7778,9,9,建筑工程,桥梁与管道,各类工程,污水处理设施的建造
DXME-KALI-MEKA_KAMETO,气动喷射设备，由固定式压缩机站供气，产能高达3立方米/小时,Equipment,General,台时,47.26,47.26,47.26,47.26,1,CNY,5024.38,106.3167,9,9,建筑工程,隧道和地铁,开放式工作方式,防水工程
KARI-TO-KAME-KARI_MEMERIRI,建筑用天然砂II级，粗粒度,Material,General,立方米,152.49,152.49,152.49,152.49,1,CNY,27.01,0.1772,9,9,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,土方工程边坡加固
RIKA-RI-KADX-MEME_KAKAMEME,聚乙烯保护分支接头 2MRP 1,Material,General,件,73.38,73.38,73.38,73.38,1,CNY,73.38,1.0,9,9,设备安装,通信设备,铁路运输公务通信,电缆干线通信线路
RIRI-RI-KARI-RITO_KARIRIME,辐射改性热缩管，内径60.0/30.0毫米,Material,General,千克,132.11,132.11,132.11,132.11,1,CNY,10.83,0.082,9,9,设备安装,通信设备,铁路运输公务通信,电缆干线通信线路
MEPU-ME-KARI-KAPU_KAMEKANE,粘合剂，型号GIPK-14,Material,General,千克,224.47,224.47,224.47,224.47,1,CNY,3.37,0.015,9,9,设备安装,通信设备,铁路运输公务通信,电缆干线通信线路
DXME-KAVO-KARI_KAKATO,自动沥青喷洒机，罐体容量6000升,Equipment,General,台时,239.25,239.25,239.25,239.25,1,CNY,184.49,0.7711,9,9,建筑工程,公路,基础与覆盖层的建造,硬质路面
MEDX-ME-KARI-KALI,空气分配器,Abstract Material,General,件,140.91,140.91,140.91,140.91,1,CNY,140.91,1.0,9,9,建筑工程,通风与空调,通风和空调系统安装结构元件,安装用于输送空气的空气分配器
MEVO-PU-KAME-KARI,带拉紧器的拉杆,Abstract Material,General,件,17768.54,17768.54,17768.54,17768.54,1,CNY,17768.54,1.0,9,9,建筑工程,通风与空调,通风和空调系统安装结构元件,安装导流板
DXME-MEPU-KASA_KAKAVO,重型半挂车，载重量达370吨,Equipment,General,台时,526.2,526.2,526.2,526.2,1,CNY,6787.94,12.9,9,9,设备安装,化学和石油加工工业设备,通用设备,成套设备
RITO-SA-KARI-KARI_KAKADXPU,电焊直缝钢管，钢材牌号为St2、10，外径273毫米，壁厚6毫米,Material,General,米,351.04,351.04,351.04,351.04,1,CNY,5796.81,16.5133,9,9,建筑工程,室内管道,钢管管道,用电焊钢管铺设供暖和供水管道
KAVO-ME-KARI-KANE_KAKAMEME,铸铁圆形轻型井盖，额定载荷15千牛，井口直径600毫米,Material,General,件,652.52,652.52,652.52,652.52,1,CNY,652.52,1.0,9,9,建筑工程,通信、广播和电视设施,有线通信设施,电缆管道
RISA-RI-KAME-MEVO_KAKAMELI,带两个附加弯曲铝管固定器（长度1200毫米）和尺寸为70×47×41.5毫米的固定夹的反向铰接式铝管固定器，附加固定器支架长度230毫米，主杆直径70毫米，主杆长度2400毫米,Material,General,件,7707.59,7707.59,7707.59,7707.59,1,CNY,48172.42,6.25,9,9,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输现有接触网改造与大修工程,现有接触网改造与大修工程，用于组织时速超过160公里/至250公里/小时
KAVO-PU-KATO-KAME_KAKAMERI,低碳钢筋，Bp-1级，直径4-5毫米,Material,General,吨,7028.07,7028.07,7028.07,7028.07,1,CNY,724.83,0.1031,9,9,建筑工程,混凝土和钢筋混凝土整体结构,在库存细板模板中搭建结构,采用库存小型模板搭建整体式楼梯平台
MEPU-SA-KARI-KAME_KAKAKARI,用于密封接缝和接头的非硬化密封胶，型号 UMS-50,Material,General,千克,15.99,15.99,15.99,15.99,1,CNY,20.12,1.2578,9,9,建筑工程,砖砌体和砌块结构,砖石结构,在整体式钢筋混凝土建筑中，在楼板上砌筑自承式外墙
RIKA-RI-KAVO-KALI_KAKARITO,压接式卡扣,Material,General,100个,649.64,649.64,649.64,649.64,1,CNY,81.57,0.1256,9,9,设备安装,通信设备,通信线路,城市电缆通信线路
MEVO-SA-KATO-KAME,泵用隔振垫,Abstract Material,General,套,705.55,705.55,705.55,705.55,1,CNY,7055.48,10.0,9,9,建筑工程,供暖——室内设备,离心泵,在泵上安装减震垫
RIRI-RI-KARI-KANE_KAKAKATO,用于电缆井和通信井的铸铁支架，尺寸为325×60×65毫米,Material,General,100个,7112.5,7112.5,7112.5,7112.5,1,CNY,16698.56,2.3478,9,9,设备安装,通信设备,通信线路,城市电缆通信线路
RIPU-RI-KASA-KAME_KAKAKANE,无压金石棉水泥管，公称通径直径400毫米,Material,General,米,214.72,214.72,214.72,214.72,1,CNY,2580.4,12.0178,9,9,建筑工程,砖砌体和砌块结构,垃圾管道,安装由石棉水泥管构成的垃圾管道
KAME-PU-KATO-KANE_KARIRIRI,带花瓣的固定件，用于将安瓿固定在直径为24毫米至28毫米的孔中,Material,General,件,0.28,0.28,0.28,0.28,1,CNY,0.0,0.0,9,9,建筑工程,隧道掘进工程,常规方式进行的隧道工程,水平与倾斜巷道及工作面的固定式杆式支护
DXME-KATO-METO_KAKARI,电力消耗：15.18千瓦时/小时,Electricity,Electricity,机器运行时间,10.2,10.2,10.2,10.2,1,CNY,2291.63,224.7,9,9,建筑工程,隧道掘进工程,常规方式进行的隧道工程,水平和倾斜巷道倾斜井筒的永久性框架式支护
DXME-KATO-METO_KAKARI,矿井管片安装机，衬砌内径5.1米,Equipment,General,台时,401.34,401.34,401.34,401.34,1,CNY,90181.67,224.7,9,9,建筑工程,隧道掘进工程,常规方式进行的隧道工程,水平和倾斜巷道倾斜井筒的永久性框架式支护
KAME-LI-RIKA-KATO_KAKAKAPU,聚乙烯袋，尺寸700×1100毫米，厚度0.03毫米,Material,General,100个,175.03,175.03,175.03,175.03,1,CNY,20.73,0.1184,9,9,建筑工程,隧道掘进工程,常规方式进行的隧道工程,喷水幕装置
RITO-TO-KATO-KARI_KAMESALI,10、20、35 级钢制无缝热轧管，带倒角，外径 219 毫米，壁厚 6 毫米,Material,General,米,511.91,511.91,511.91,511.91,1,CNY,4144.22,8.0956,9,9,建筑工程,室内管道,水表组件和水表（计数器）,水表组件安装，含现场制作管道连接件，带旁通管线
KAME-LI-MESA-MERI_KAKATOME,镀锌钢制螺纹销钉，螺纹直径 M10，长度 100 毫米,Material,General,吨,20040.16,20040.16,20040.16,20040.16,1,CNY,38.72,0.0019,9,9,建筑工程,室内管道,塑料管管道,采用预制组件的多层聚丙烯管铺设室内供水和供暖管道
DXME-RIKA-METO_KAMEME,移动式潜水站,Equipment,General,台时,561.51,561.51,561.51,561.51,1,CNY,7817.45,13.9222,9,9,建筑工程,水下建筑（潜水）工程,河流环境（河流、湖泊、水库）的水下建筑（潜水）作业,河流环境中的土壤开发（河流、湖泊、水库）
KAME-LI-MELI-KADX_MERIPULI,硬质合金钻头，带SDS-max尾柄，用于在硬质材料上冲击钻孔，总长度320毫米，直径25毫米,Material,General,件,125.6,125.6,125.6,125.6,1,CNY,1.42,0.0113,9,9,建筑工程,隧道和地铁,封闭式作业方式,其他作业
RITO-TO-KAVO-KAME_KAKAPURI,电焊方钢管，尺寸50×50毫米，壁厚3毫米,Material,General,吨,6989.84,6989.84,6989.84,6989.84,1,CNY,13.98,0.002,9,9,建筑工程,隧道和地铁,封闭式作业方式,隧道和巷道掘进
KADX-ME-KAME-KAME,带法兰和排水口的铝合金镂空窗,Abstract Material,General,平方米,2657.33,2586.08,3227.35,2586.08,2,CNY,216044.76,83.5,9,9,建筑工程,建筑金属结构,建筑物和构筑物的结构构件,灯罩结构构件
KAME-LI-MESA-MEKA_KAKASASA,金属钉，适用于机械和电动订书机，尺寸73，高度12毫米,Material,General,千克,209.0,209.0,209.0,209.0,1,CNY,6660.9,31.8702,9,9,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,土方工程边坡加固
DXME-KADX-MEME_KARIME,"用于从""场外""作业挖掘接触网支柱基坑的机器",Equipment,General,台时,515.14,515.14,515.14,515.14,1,CNY,5552.59,10.7789,9,9,建筑工程,铁路,铁路电气化,钢筋混凝土接触网支柱
MEPU-SA-MEME-KADX_KAMEKAPU,环氧树脂基双组分触变性填充剂，B组分,Material,General,千克,223.96,223.96,223.96,223.96,1,CNY,12913.15,57.6583,9,9,建筑工程,桥梁与管道,各类工程,钢筋混凝土结构加固
ME_MEKAKA_MERI,平均工作等级 1.2,Labor,Labor,手表,65.5,65.5,65.5,65.5,1,CNY,9001.56,137.4278,9,9,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,与伐木、场地及路线清理相关的准备工作
MEVO-SA-MEPU-KAME,水过滤器,Abstract Material,General,件,180.12,180.12,180.12,180.12,1,CNY,1801.19,10.0,9,9,建筑工程,供暖——室内设备,系统进水装置,过滤器安装
DXME-KANE-KATO_KASARI,牵引力78.48千牛（8吨）的拖拉机绞盘,Equipment,General,台时,11.46,11.46,11.46,11.46,1,CNY,13.88,1.2111,9,9,建筑工程,建筑金属结构,构筑物,储罐、储气罐
KALI-SA-KAME-KARI,浮筒结构,Abstract Material,General,吨,11746.26,2240.32,21144.06,7209.57,3,CNY,9061.18,1.0,9,8,建筑工程,建筑金属结构,构筑物,储罐、储气罐
RISA-RI-KAME-MEVO_KAKAKASA,带一个附加弯曲铝管固定器的反向管状铝制铰接固定器，长度1200毫米，固定夹尺寸70×47×41.5毫米，附加固定器立柱长度230毫米，主杆直径55毫米，主杆长度2400毫米,Material,General,件,4786.78,4786.78,4786.78,4786.78,1,CNY,29917.4,6.25,9,9,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输现有接触网改造与大修工程,现有接触网改造与大修工程，用于组织时速超过160公里/至250公里/小时
RISA-RI-KAME-MEVO_KAKAKANE,带两个附加弯曲铝管固定器（长度1200毫米）和固定夹（尺寸70×47×41.5毫米）的铰接式反向钢管固定器，附加固定器支架长度230毫米，主杆直径60毫米，主杆长度2800毫米,Material,General,件,4375.75,4375.75,4375.75,4375.75,1,CNY,27348.45,6.25,9,9,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输现有接触网改造与大修工程,现有接触网改造与大修工程，用于组织时速超过160公里/至250公里/小时
RISA-RI-KAME-MEVO_KAKAKALI,带一个附加弯曲铝管固定器的铰接式反向管状钢固定器，长度1200毫米，固定夹尺寸70×47×41.5毫米，附加固定器立柱长度230毫米，主杆直径50毫米，主杆长度2400毫米,Material,General,件,3385.55,3385.55,3385.55,3385.55,1,CNY,21159.67,6.25,9,9,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输现有接触网改造与大修工程,现有接触网改造与大修工程，用于组织时速超过160公里/至250公里/小时
